Cell name,Leiden cluster,Cell type,Developmental stage
cell_109046,44,Nascent mesoderm,E7.0
cell_109047,1,Nascent mesoderm,E7.0
cell_109048,9,Nascent mesoderm,E7.0
cell_109049,1,Nascent mesoderm,E7.0
cell_109050,25,Anterior Primitive Streak,E7.0
cell_109051,0,Epiblast,E7.0
cell_109053,25,Anterior Primitive Streak,E7.0
cell_109054,0,Epiblast,E7.0
cell_109055,0,Epiblast,E7.0
cell_109056,7,Primitive Streak,E7.0
cell_109058,0,Epiblast,E7.0
cell_109059,0,Epiblast,E7.0
cell_109060,5,Primitive Streak,E7.0
cell_109061,0,Epiblast,E7.0
cell_109062,44,Nascent mesoderm,E7.0
cell_109063,1,Nascent mesoderm,E7.0
cell_109064,38,Primitive Streak,E7.0
cell_109066,25,Anterior Primitive Streak,E7.0
cell_109067,7,Primitive Streak,E7.0
cell_109068,7,Primitive Streak,E7.0
cell_109069,0,Epiblast,E7.0
cell_109071,7,Primitive Streak,E7.0
cell_109072,65,Epiblast,E7.0
cell_109075,44,Primitive Streak,E7.0
cell_109076,1,Nascent mesoderm,E7.0
cell_109078,0,Epiblast,E7.0
cell_109082,7,Epiblast,E7.0
cell_109083,2,Epiblast,E7.0
cell_109085,5,Primitive Streak,E7.0
cell_109086,7,Primitive Streak,E7.0
cell_109088,54,Epiblast,E7.0
cell_109089,5,Epiblast,E7.0
cell_109090,7,Primitive Streak,E7.0
cell_109091,37,Haematoendothelial progenitors,E7.0
cell_109092,7,Primitive Streak,E7.0
cell_109093,0,Epiblast,E7.0
cell_109096,60,Parietal endoderm,E7.0
cell_109097,44,Primitive Streak,E7.0
cell_109100,7,Epiblast,E7.0
cell_109101,7,Epiblast,E7.0
cell_109102,5,Primitive Streak,E7.0
cell_109103,5,Epiblast,E7.0
cell_109106,1,Nascent mesoderm,E7.0
cell_109110,9,Nascent mesoderm,E7.0
cell_109111,0,Epiblast,E7.0
cell_109112,9,Nascent mesoderm,E7.0
cell_109113,2,Epiblast,E7.0
cell_109114,9,Mixed mesoderm,E7.0
cell_109115,38,Primitive Streak,E7.0
cell_109117,25,Epiblast,E7.0
cell_109118,1,Nascent mesoderm,E7.0
cell_109122,0,Epiblast,E7.0
cell_109123,2,Epiblast,E7.0
cell_109124,1,Nascent mesoderm,E7.0
cell_109126,63,Epiblast,E7.0
cell_109131,5,Primitive Streak,E7.0
cell_109136,1,Nascent mesoderm,E7.0
cell_109138,0,Epiblast,E7.0
cell_109139,0,Epiblast,E7.0
cell_109141,21,Epiblast,E7.0
cell_109143,2,Epiblast,E7.0
cell_109144,5,Primitive Streak,E7.0
cell_109145,0,Epiblast,E7.0
cell_109148,9,Mixed mesoderm,E7.0
cell_109149,7,Primitive Streak,E7.0
cell_109150,62,Epiblast,E7.0
cell_109152,0,Epiblast,E7.0
cell_109154,2,Epiblast,E7.0
cell_109155,63,Epiblast,E7.0
cell_109156,49,Epiblast,E7.0
cell_109157,2,Epiblast,E7.0
cell_109158,5,Primitive Streak,E7.0
cell_109163,54,Epiblast,E7.0
cell_109165,1,Nascent mesoderm,E7.0
cell_109166,28,Anterior Primitive Streak,E7.0
cell_109169,9,Nascent mesoderm,E7.0
cell_109172,2,Epiblast,E7.0
cell_109174,5,Primitive Streak,E7.0
cell_109175,5,Primitive Streak,E7.0
cell_109176,3,Mixed mesoderm,E7.0
cell_109177,0,Epiblast,E7.0
cell_109178,1,Nascent mesoderm,E7.0
cell_109182,25,Def. endoderm,E7.0
cell_109183,1,Nascent mesoderm,E7.0
cell_109184,0,Epiblast,E7.0
cell_109185,1,Nascent mesoderm,E7.0
cell_109186,9,Nascent mesoderm,E7.0
cell_109187,1,Nascent mesoderm,E7.0
cell_109189,0,Epiblast,E7.0
cell_109190,38,Anterior Primitive Streak,E7.0
cell_109193,0,Epiblast,E7.0
cell_109194,2,Epiblast,E7.0
cell_109195,37,Mixed mesoderm,E7.0
cell_109199,2,Epiblast,E7.0
cell_109200,44,Primitive Streak,E7.0
cell_109201,7,Primitive Streak,E7.0
cell_109202,49,Epiblast,E7.0
cell_109203,1,Nascent mesoderm,E7.0
cell_109204,9,Nascent mesoderm,E7.0
cell_109205,5,Primitive Streak,E7.0
cell_109206,7,Primitive Streak,E7.0
cell_109207,0,Epiblast,E7.0
cell_109208,1,Nascent mesoderm,E7.0
cell_109209,25,Primitive Streak,E7.0
cell_109210,5,Primitive Streak,E7.0
cell_109211,0,Epiblast,E7.0
cell_109213,21,Primitive Streak,E7.0
cell_109215,0,Epiblast,E7.0
cell_109217,38,Anterior Primitive Streak,E7.0
cell_109218,1,Nascent mesoderm,E7.0
cell_109221,1,Nascent mesoderm,E7.0
cell_109222,7,Primitive Streak,E7.0
cell_109223,5,Primitive Streak,E7.0
cell_109224,5,Primitive Streak,E7.0
cell_109227,38,Primitive Streak,E7.0
cell_109228,38,Primitive Streak,E7.0
cell_109229,1,Primitive Streak,E7.0
cell_109230,54,Epiblast,E7.0
cell_109231,9,Mixed mesoderm,E7.0
cell_109232,2,Epiblast,E7.0
cell_109233,2,Epiblast,E7.0
cell_109234,5,Primitive Streak,E7.0
cell_109236,2,Epiblast,E7.0
cell_109237,0,Epiblast,E7.0
cell_109238,2,Epiblast,E7.0
cell_109239,7,Epiblast,E7.0
cell_109240,0,Epiblast,E7.0
cell_109241,5,Primitive Streak,E7.0
cell_109242,38,Primitive Streak,E7.0
cell_109244,5,Primitive Streak,E7.0
cell_109246,5,Primitive Streak,E7.0
cell_109247,0,Epiblast,E7.0
cell_109248,38,Primitive Streak,E7.0
cell_109249,45,Surface ectoderm,E7.0
cell_109250,0,Epiblast,E7.0
cell_109252,9,Mixed mesoderm,E7.0
cell_109253,1,Nascent mesoderm,E7.0
cell_109256,2,Epiblast,E7.0
cell_109257,1,Nascent mesoderm,E7.0
cell_109258,25,Def. endoderm,E7.0
cell_109259,0,Epiblast,E7.0
cell_109261,0,Epiblast,E7.0
cell_109262,9,Nascent mesoderm,E7.0
cell_109263,7,Epiblast,E7.0
cell_109264,0,Epiblast,E7.0
cell_109265,0,Epiblast,E7.0
cell_109266,0,Epiblast,E7.0
cell_109267,0,Epiblast,E7.0
cell_109268,0,Epiblast,E7.0
cell_109269,1,Nascent mesoderm,E7.0
cell_109274,0,Epiblast,E7.0
cell_109275,44,Primitive Streak,E7.0
cell_109277,60,Parietal endoderm,E7.0
cell_109278,1,Nascent mesoderm,E7.0
cell_109279,5,Primitive Streak,E7.0
cell_109280,0,Epiblast,E7.0
cell_109281,0,Epiblast,E7.0
cell_109282,37,Haematoendothelial progenitors,E7.0
cell_109284,0,Epiblast,E7.0
cell_109286,0,Epiblast,E7.0
cell_109287,44,Primitive Streak,E7.0
cell_109288,37,Haematoendothelial progenitors,E7.0
cell_109289,2,Epiblast,E7.0
cell_109290,63,Epiblast,E7.0
cell_109291,28,Primitive Streak,E7.0
cell_109292,0,Epiblast,E7.0
cell_109293,62,Epiblast,E7.0
cell_109294,9,Nascent mesoderm,E7.0
cell_109295,5,Primitive Streak,E7.0
cell_109297,9,Nascent mesoderm,E7.0
cell_109298,7,Primitive Streak,E7.0
cell_109300,1,Nascent mesoderm,E7.0
cell_109301,5,Epiblast,E7.0
cell_109302,2,Epiblast,E7.0
cell_109303,2,Epiblast,E7.0
cell_109305,2,Epiblast,E7.0
cell_109307,0,Epiblast,E7.0
cell_109308,0,Epiblast,E7.0
cell_109309,45,Primitive Streak,E7.0
cell_109310,5,Primitive Streak,E7.0
cell_109312,7,Primitive Streak,E7.0
cell_109313,27,Epiblast,E7.0
cell_109314,7,Epiblast,E7.0
cell_109315,0,Epiblast,E7.0
cell_109316,0,Epiblast,E7.0
cell_109317,25,Anterior Primitive Streak,E7.0
cell_109318,2,Epiblast,E7.0
cell_109319,0,Epiblast,E7.0
cell_109322,5,Epiblast,E7.0
cell_109324,1,Nascent mesoderm,E7.0
cell_109326,38,Primitive Streak,E7.0
cell_109327,1,Nascent mesoderm,E7.0
cell_109328,63,Epiblast,E7.0
cell_109330,5,Primitive Streak,E7.0
cell_109331,2,Epiblast,E7.0
cell_109332,2,Epiblast,E7.0
cell_109334,0,Epiblast,E7.0
cell_109335,5,Primitive Streak,E7.0
cell_109336,0,Epiblast,E7.0
cell_109339,25,Anterior Primitive Streak,E7.0
cell_109340,0,Epiblast,E7.0
cell_109342,1,Nascent mesoderm,E7.0
cell_109343,49,Primitive Streak,E7.0
cell_109345,38,Anterior Primitive Streak,E7.0
cell_109347,60,Parietal endoderm,E7.0
cell_109348,5,Primitive Streak,E7.0
cell_109349,5,Primitive Streak,E7.0
cell_109350,25,Epiblast,E7.0
cell_109351,7,Primitive Streak,E7.0
cell_109352,1,Nascent mesoderm,E7.0
cell_109353,9,Nascent mesoderm,E7.0
cell_109354,5,Epiblast,E7.0
cell_109355,47,Epiblast,E7.0
cell_109357,5,Primitive Streak,E7.0
cell_109359,7,Primitive Streak,E7.0
cell_109360,1,Nascent mesoderm,E7.0
cell_109361,45,Primitive Streak,E7.0
cell_109363,60,Parietal endoderm,E7.0
cell_109364,9,Mixed mesoderm,E7.0
cell_109365,0,Epiblast,E7.0
cell_109366,5,Primitive Streak,E7.0
cell_109368,25,Primitive Streak,E7.0
cell_109370,0,Epiblast,E7.0
cell_109371,44,Primitive Streak,E7.0
cell_109372,5,Primitive Streak,E7.0
cell_109374,0,Epiblast,E7.0
cell_109375,0,Epiblast,E7.0
cell_109377,9,Mixed mesoderm,E7.0
cell_109378,7,Epiblast,E7.0
cell_109379,27,Primitive Streak,E7.0
cell_109381,37,Haematoendothelial progenitors,E7.0
cell_109382,60,Parietal endoderm,E7.0
cell_109384,25,Epiblast,E7.0
cell_109387,0,Epiblast,E7.0
cell_109390,1,Nascent mesoderm,E7.0
cell_109391,0,Epiblast,E7.0
cell_109392,28,Anterior Primitive Streak,E7.0
cell_109397,37,Mixed mesoderm,E7.0
cell_109398,1,Nascent mesoderm,E7.0
cell_109403,2,Epiblast,E7.0
cell_109404,47,Epiblast,E7.0
cell_109405,45,Epiblast,E7.0
cell_109406,0,Epiblast,E7.0
cell_109407,5,Primitive Streak,E7.0
cell_109409,54,Primitive Streak,E7.0
cell_109410,0,Epiblast,E7.0
cell_109413,0,Epiblast,E7.0
cell_109414,1,Nascent mesoderm,E7.0
cell_109415,0,Epiblast,E7.0
cell_109416,38,Primitive Streak,E7.0
cell_109417,0,Epiblast,E7.0
cell_109418,7,Primitive Streak,E7.0
cell_109419,1,Nascent mesoderm,E7.0
cell_109420,5,Primitive Streak,E7.0
cell_109421,1,Nascent mesoderm,E7.0
cell_109422,64,Epiblast,E7.0
cell_109423,5,Primitive Streak,E7.0
cell_109424,1,Nascent mesoderm,E7.0
cell_109425,5,Epiblast,E7.0
cell_109427,0,Epiblast,E7.0
cell_109428,2,Epiblast,E7.0
cell_109429,2,Epiblast,E7.0
cell_109431,2,Epiblast,E7.0
cell_109434,5,Epiblast,E7.0
cell_109435,37,Mixed mesoderm,E7.0
cell_109436,5,Primitive Streak,E7.0
cell_109437,54,Primitive Streak,E7.0
cell_109438,2,Epiblast,E7.0
cell_109440,25,Epiblast,E7.0
cell_109441,63,Primitive Streak,E7.0
cell_109442,1,Primitive Streak,E7.0
cell_109443,1,Nascent mesoderm,E7.0
cell_109450,44,Primitive Streak,E7.0
cell_109451,0,Epiblast,E7.0
cell_109453,1,Nascent mesoderm,E7.0
cell_109454,38,Nascent mesoderm,E7.0
cell_109456,49,Epiblast,E7.0
cell_109458,44,Primitive Streak,E7.0
cell_109459,2,Epiblast,E7.0
cell_109460,38,Primitive Streak,E7.0
cell_109461,1,Nascent mesoderm,E7.0
cell_109464,0,Epiblast,E7.0
cell_109466,0,Epiblast,E7.0
cell_109467,0,Epiblast,E7.0
cell_109468,37,Haematoendothelial progenitors,E7.0
cell_109469,5,Epiblast,E7.0
cell_109470,5,Primitive Streak,E7.0
cell_109472,7,Primitive Streak,E7.0
cell_109474,7,Primitive Streak,E7.0
cell_109475,0,Epiblast,E7.0
cell_109479,60,Primitive Streak,E7.0
cell_109480,1,Nascent mesoderm,E7.0
cell_109482,5,Primitive Streak,E7.0
cell_109483,7,Primitive Streak,E7.0
cell_109486,21,Primitive Streak,E7.0
cell_109487,0,Epiblast,E7.0
cell_109488,60,Parietal endoderm,E7.0
cell_109489,9,Mixed mesoderm,E7.0
cell_109490,9,Mesenchyme,E7.0
cell_109491,25,Anterior Primitive Streak,E7.0
cell_109492,9,Nascent mesoderm,E7.0
cell_109496,7,Epiblast,E7.0
cell_109497,9,Nascent mesoderm,E7.0
cell_109498,1,Nascent mesoderm,E7.0
cell_109500,60,Parietal endoderm,E7.0
cell_109501,9,Nascent mesoderm,E7.0
cell_109502,44,Primitive Streak,E7.0
cell_109503,28,Anterior Primitive Streak,E7.0
cell_109506,5,Primitive Streak,E7.0
cell_109507,1,Primitive Streak,E7.0
cell_109508,0,Epiblast,E7.0
cell_109511,1,Nascent mesoderm,E7.0
cell_109512,5,Epiblast,E7.0
cell_109513,38,Primitive Streak,E7.0
cell_109515,0,Epiblast,E7.0
cell_109517,38,Epiblast,E7.0
cell_109518,5,Epiblast,E7.0
cell_109519,64,Epiblast,E7.0
cell_109521,0,Epiblast,E7.0
cell_109522,25,Primitive Streak,E7.0
cell_109523,25,Epiblast,E7.0
cell_109524,1,Nascent mesoderm,E7.0
cell_109525,0,Epiblast,E7.0
cell_109527,1,Nascent mesoderm,E7.0
cell_109528,21,Epiblast,E7.0
cell_109530,45,Epiblast,E7.0
cell_109532,5,Epiblast,E7.0
cell_109533,0,Epiblast,E7.0
cell_109534,38,Primitive Streak,E7.0
cell_109535,7,Primitive Streak,E7.0
cell_109536,0,Epiblast,E7.0
cell_109541,5,Epiblast,E7.0
cell_109542,0,Epiblast,E7.0
cell_109543,5,Primitive Streak,E7.0
cell_109546,1,Nascent mesoderm,E7.0
cell_109547,25,Anterior Primitive Streak,E7.0
cell_109549,7,Epiblast,E7.0
cell_109550,5,Primitive Streak,E7.0
cell_109551,38,Anterior Primitive Streak,E7.0
cell_109552,62,Primitive Streak,E7.0
cell_109553,0,Epiblast,E7.0
cell_109554,44,Primitive Streak,E7.0
cell_109555,21,Anterior Primitive Streak,E7.0
cell_109556,0,Epiblast,E7.0
cell_109557,1,Nascent mesoderm,E7.0
cell_109560,5,Epiblast,E7.0
cell_109563,0,Epiblast,E7.0
cell_109566,1,Nascent mesoderm,E7.0
cell_109567,0,Epiblast,E7.0
cell_109568,5,Epiblast,E7.0
cell_109571,38,Primitive Streak,E7.0
cell_109574,54,Primitive Streak,E7.0
cell_109575,7,Primitive Streak,E7.0
cell_109576,1,Nascent mesoderm,E7.0
cell_109577,0,Epiblast,E7.0
cell_109578,0,Epiblast,E7.0
cell_109579,2,Epiblast,E7.0
cell_109580,44,Primitive Streak,E7.0
cell_109582,0,Epiblast,E7.0
cell_109584,25,Anterior Primitive Streak,E7.0
cell_109587,2,Epiblast,E7.0
cell_109589,25,Anterior Primitive Streak,E7.0
cell_109591,0,Epiblast,E7.0
cell_109593,1,Nascent mesoderm,E7.0
cell_109594,0,Epiblast,E7.0
cell_109595,38,Primitive Streak,E7.0
cell_109599,1,Nascent mesoderm,E7.0
cell_109600,1,Nascent mesoderm,E7.0
cell_109601,0,Epiblast,E7.0
cell_109602,49,Epiblast,E7.0
cell_109606,1,Nascent mesoderm,E7.0
cell_109607,1,Nascent mesoderm,E7.0
cell_109608,54,Epiblast,E7.0
cell_109609,5,Epiblast,E7.0
cell_109610,25,Anterior Primitive Streak,E7.0
cell_109611,37,Mixed mesoderm,E7.0
cell_109612,9,Mixed mesoderm,E7.0
cell_109613,0,Epiblast,E7.0
cell_109614,7,Primitive Streak,E7.0
cell_109615,38,Primitive Streak,E7.0
cell_109616,0,Epiblast,E7.0
cell_109617,44,Primitive Streak,E7.0
cell_109618,37,Haematoendothelial progenitors,E7.0
cell_109621,0,Epiblast,E7.0
cell_109622,0,Epiblast,E7.0
cell_109625,0,Epiblast,E7.0
cell_109626,37,Mixed mesoderm,E7.0
cell_109627,2,Epiblast,E7.0
cell_109631,25,Epiblast,E7.0
cell_109632,2,Epiblast,E7.0
cell_109633,1,Nascent mesoderm,E7.0
cell_109638,44,Primitive Streak,E7.0
cell_109639,38,Primitive Streak,E7.0
cell_109642,37,Haematoendothelial progenitors,E7.0
cell_109643,0,Epiblast,E7.0
cell_109644,2,Epiblast,E7.0
cell_109645,25,Primitive Streak,E7.0
cell_109646,44,Primitive Streak,E7.0
cell_109647,37,Haematoendothelial progenitors,E7.0
cell_109648,7,Primitive Streak,E7.0
cell_109650,1,Nascent mesoderm,E7.0
cell_109652,5,Primitive Streak,E7.0
cell_109653,25,Epiblast,E7.0
cell_109654,0,Epiblast,E7.0
cell_109655,1,Nascent mesoderm,E7.0
cell_109657,1,Nascent mesoderm,E7.0
cell_109658,28,Anterior Primitive Streak,E7.0
cell_109660,0,Epiblast,E7.0
cell_109661,0,Epiblast,E7.0
cell_109664,7,Primitive Streak,E7.0
cell_109666,45,Primitive Streak,E7.0
cell_109667,25,Anterior Primitive Streak,E7.0
cell_109668,0,Epiblast,E7.0
cell_109669,5,Epiblast,E7.0
cell_109670,7,Epiblast,E7.0
cell_109671,5,Primitive Streak,E7.0
cell_109673,0,Epiblast,E7.0
cell_109674,25,Epiblast,E7.0
cell_109675,38,Primitive Streak,E7.0
cell_109676,1,Nascent mesoderm,E7.0
cell_109677,7,Primitive Streak,E7.0
cell_109678,7,Epiblast,E7.0
cell_109680,7,Primitive Streak,E7.0
cell_109682,0,Epiblast,E7.0
cell_109683,5,Primitive Streak,E7.0
cell_109684,5,Primitive Streak,E7.0
cell_109685,0,Epiblast,E7.0
cell_109687,0,Epiblast,E7.0
cell_109688,9,Nascent mesoderm,E7.0
cell_109690,9,Nascent mesoderm,E7.0
cell_109691,37,Haematoendothelial progenitors,E7.0
cell_109692,38,Anterior Primitive Streak,E7.0
cell_109693,5,Epiblast,E7.0
cell_109695,38,Primitive Streak,E7.0
cell_109696,2,Epiblast,E7.0
cell_109698,28,Anterior Primitive Streak,E7.0
cell_109699,5,Primitive Streak,E7.0
cell_109700,5,Primitive Streak,E7.0
cell_109701,1,Nascent mesoderm,E7.0
cell_109702,2,Epiblast,E7.0
cell_109705,0,Epiblast,E7.0
cell_109706,7,Primitive Streak,E7.0
cell_109707,45,Epiblast,E7.0
cell_109708,0,Epiblast,E7.0
cell_109709,1,Primitive Streak,E7.0
cell_109710,5,Epiblast,E7.0
cell_109711,0,Epiblast,E7.0
cell_109712,25,Primitive Streak,E7.0
cell_109713,0,Epiblast,E7.0
cell_109714,5,Primitive Streak,E7.0
cell_109715,37,Haematoendothelial progenitors,E7.0
cell_109716,25,Primitive Streak,E7.0
cell_109718,0,Epiblast,E7.0
cell_109719,25,Anterior Primitive Streak,E7.0
cell_109720,0,Epiblast,E7.0
cell_109724,5,Epiblast,E7.0
cell_109725,5,Primitive Streak,E7.0
cell_109726,1,Nascent mesoderm,E7.0
cell_109727,0,Epiblast,E7.0
cell_109728,44,Primitive Streak,E7.0
cell_109730,9,Mixed mesoderm,E7.0
cell_109731,2,Epiblast,E7.0
cell_109732,7,Primitive Streak,E7.0
cell_109733,5,Epiblast,E7.0
cell_109735,5,Epiblast,E7.0
cell_109736,0,Epiblast,E7.0
cell_109737,28,Anterior Primitive Streak,E7.0
cell_109739,1,Nascent mesoderm,E7.0
cell_109740,0,Epiblast,E7.0
cell_109741,0,Epiblast,E7.0
cell_109742,0,Epiblast,E7.0
cell_109743,5,Primitive Streak,E7.0
cell_109744,25,Anterior Primitive Streak,E7.0
cell_109745,7,Epiblast,E7.0
cell_109746,2,Epiblast,E7.0
cell_109747,9,Nascent mesoderm,E7.0
cell_109748,44,Surface ectoderm,E7.0
cell_109749,45,Epiblast,E7.0
cell_109751,2,Epiblast,E7.0
cell_109753,0,Epiblast,E7.0
cell_109754,2,Epiblast,E7.0
cell_109757,54,Epiblast,E7.0
cell_109759,0,Epiblast,E7.0
cell_109760,2,Epiblast,E7.0
cell_109763,0,Epiblast,E7.0
cell_109769,5,Epiblast,E7.0
cell_109770,47,Primitive Streak,E7.0
cell_109772,0,Epiblast,E7.0
cell_109773,1,Nascent mesoderm,E7.0
cell_109774,7,Epiblast,E7.0
cell_109775,1,Nascent mesoderm,E7.0
cell_109776,25,Primitive Streak,E7.0
cell_109777,25,Primitive Streak,E7.0
cell_109778,38,Anterior Primitive Streak,E7.0
cell_109779,0,Epiblast,E7.0
cell_109780,0,Epiblast,E7.0
cell_109782,1,Nascent mesoderm,E7.0
cell_109783,44,Primitive Streak,E7.0
cell_109784,7,Epiblast,E7.0
cell_109785,25,Anterior Primitive Streak,E7.0
cell_109787,2,Epiblast,E7.0
cell_109788,21,Def. endoderm,E7.0
cell_109790,0,Epiblast,E7.0
cell_109791,0,Epiblast,E7.0
cell_109792,37,Mixed mesoderm,E7.0
cell_109793,25,Anterior Primitive Streak,E7.0
cell_109794,2,Epiblast,E7.0
cell_109795,1,Nascent mesoderm,E7.0
cell_109796,0,Epiblast,E7.0
cell_109797,38,Primitive Streak,E7.0
cell_109799,5,Primitive Streak,E7.0
cell_109800,9,Mixed mesoderm,E7.0
cell_109801,61,Epiblast,E7.0
cell_109802,0,Epiblast,E7.0
cell_109803,5,Primitive Streak,E7.0
cell_109804,25,Anterior Primitive Streak,E7.0
cell_109805,9,Nascent mesoderm,E7.0
cell_109806,9,Mixed mesoderm,E7.0
cell_109807,28,Epiblast,E7.0
cell_109809,1,Nascent mesoderm,E7.0
cell_109810,7,Primitive Streak,E7.0
cell_109811,25,Anterior Primitive Streak,E7.0
cell_109812,9,Mixed mesoderm,E7.0
cell_109813,49,Epiblast,E7.0
cell_109814,0,Epiblast,E7.0
cell_109815,1,Nascent mesoderm,E7.0
cell_109817,7,Primitive Streak,E7.0
cell_109818,1,Nascent mesoderm,E7.0
cell_109819,1,Nascent mesoderm,E7.0
cell_109820,0,Epiblast,E7.0
cell_109821,0,Epiblast,E7.0
cell_109824,0,Epiblast,E7.0
cell_109825,61,Epiblast,E7.0
cell_109826,0,Epiblast,E7.0
cell_109827,2,Epiblast,E7.0
cell_109828,1,Nascent mesoderm,E7.0
cell_109830,5,Primitive Streak,E7.0
cell_109831,1,Nascent mesoderm,E7.0
cell_109832,45,Primitive Streak,E7.0
cell_109833,9,Mixed mesoderm,E7.0
cell_109834,21,Primitive Streak,E7.0
cell_109835,7,Primitive Streak,E7.0
cell_109837,1,Nascent mesoderm,E7.0
cell_109839,5,Primitive Streak,E7.0
cell_109840,0,Epiblast,E7.0
cell_109842,2,Epiblast,E7.0
cell_109843,37,Mixed mesoderm,E7.0
cell_109844,0,Epiblast,E7.0
cell_109846,1,Nascent mesoderm,E7.0
cell_109847,5,Primitive Streak,E7.0
cell_109848,28,Anterior Primitive Streak,E7.0
cell_109849,50,Nascent mesoderm,E7.0
cell_109850,21,Primitive Streak,E7.0
cell_109851,5,Primitive Streak,E7.0
cell_109854,5,Primitive Streak,E7.0
cell_109856,25,Anterior Primitive Streak,E7.0
cell_109859,9,Nascent mesoderm,E7.0
cell_109861,25,Primitive Streak,E7.0
cell_109862,0,Epiblast,E7.0
cell_109863,7,Primitive Streak,E7.0
cell_109864,9,Nascent mesoderm,E7.0
cell_109865,38,Primitive Streak,E7.0
cell_109866,25,Epiblast,E7.0
cell_109867,1,Nascent mesoderm,E7.0
cell_109868,25,Primitive Streak,E7.0
cell_109869,60,Parietal endoderm,E7.0
cell_109870,2,Epiblast,E7.0
cell_109871,21,Primitive Streak,E7.0
cell_109872,5,Primitive Streak,E7.0
cell_109873,47,Epiblast,E7.0
cell_109874,9,Nascent mesoderm,E7.0
cell_109876,28,Anterior Primitive Streak,E7.0
cell_109878,37,Mixed mesoderm,E7.0
cell_109879,54,Primitive Streak,E7.0
cell_109880,2,Epiblast,E7.0
cell_109881,9,Nascent mesoderm,E7.0
cell_109882,38,Primitive Streak,E7.0
cell_109883,0,Epiblast,E7.0
cell_109884,25,Primitive Streak,E7.0
cell_109886,5,Primitive Streak,E7.0
cell_109887,2,Epiblast,E7.0
cell_109888,2,Epiblast,E7.0
cell_109889,0,Epiblast,E7.0
cell_109891,0,Epiblast,E7.0
cell_109892,61,Epiblast,E7.0
cell_109895,45,Epiblast,E7.0
cell_109896,0,Epiblast,E7.0
cell_109897,0,Epiblast,E7.0
cell_109900,5,Primitive Streak,E7.0
cell_109901,0,Epiblast,E7.0
cell_109902,5,Primitive Streak,E7.0
cell_109903,27,Epiblast,E7.0
cell_109904,7,Primitive Streak,E7.0
cell_109905,1,Nascent mesoderm,E7.0
cell_109907,44,Primitive Streak,E7.0
cell_109909,0,Epiblast,E7.0
cell_109916,66,Epiblast,E7.0
cell_109918,2,Epiblast,E7.0
cell_109919,25,Anterior Primitive Streak,E7.0
cell_109920,7,Epiblast,E7.0
cell_109923,0,Epiblast,E7.0
cell_109925,54,Epiblast,E7.0
cell_109927,9,Nascent mesoderm,E7.0
cell_109928,63,Epiblast,E7.0
cell_109929,7,Epiblast,E7.0
cell_109930,1,Nascent mesoderm,E7.0
cell_109932,7,Rostral neurectoderm,E7.0
cell_109933,9,Nascent mesoderm,E7.0
cell_109936,1,Nascent mesoderm,E7.0
cell_109937,5,Epiblast,E7.0
cell_109938,45,PGC,E7.0
cell_109939,37,Haematoendothelial progenitors,E7.0
cell_109940,38,Epiblast,E7.0
cell_109941,45,Primitive Streak,E7.0
cell_109942,61,Epiblast,E7.0
cell_109943,5,Primitive Streak,E7.0
cell_109944,0,Epiblast,E7.0
cell_109945,37,Mixed mesoderm,E7.0
cell_109946,44,Primitive Streak,E7.0
cell_109947,1,Nascent mesoderm,E7.0
cell_109948,0,Epiblast,E7.0
cell_109949,0,Epiblast,E7.0
cell_109950,25,Nascent mesoderm,E7.0
cell_109951,0,Epiblast,E7.0
cell_109952,1,Nascent mesoderm,E7.0
cell_109953,0,Epiblast,E7.0
cell_109954,2,Epiblast,E7.0
cell_109958,49,Primitive Streak,E7.0
cell_109959,5,Primitive Streak,E7.0
cell_109960,2,Epiblast,E7.0
cell_109961,9,Nascent mesoderm,E7.0
cell_109963,2,Epiblast,E7.0
cell_109964,25,Anterior Primitive Streak,E7.0
cell_109965,44,Epiblast,E7.0
cell_109967,0,Epiblast,E7.0
cell_109969,9,Mixed mesoderm,E7.0
cell_109970,0,Epiblast,E7.0
cell_109971,2,Epiblast,E7.0
cell_109972,5,Primitive Streak,E7.0
cell_109975,21,Primitive Streak,E7.0
cell_109976,2,Epiblast,E7.0
cell_109977,2,Epiblast,E7.0
cell_109978,5,Epiblast,E7.0
cell_109980,45,Primitive Streak,E7.0
cell_109982,44,Primitive Streak,E7.0
cell_109983,60,Parietal endoderm,E7.0
cell_109986,38,Primitive Streak,E7.0
cell_109987,25,Anterior Primitive Streak,E7.0
cell_109988,0,Epiblast,E7.0
cell_109990,1,Nascent mesoderm,E7.0
cell_109991,1,Nascent mesoderm,E7.0
cell_109992,47,Epiblast,E7.0
cell_109995,45,Epiblast,E7.0
cell_109996,2,Epiblast,E7.0
cell_109997,0,Epiblast,E7.0
cell_109998,44,Primitive Streak,E7.0
cell_109999,45,Primitive Streak,E7.0
cell_110000,0,Epiblast,E7.0
cell_110001,21,Anterior Primitive Streak,E7.0
cell_110002,0,Epiblast,E7.0
cell_110003,2,Epiblast,E7.0
cell_110005,0,Epiblast,E7.0
cell_110007,1,Nascent mesoderm,E7.0
cell_110009,7,Epiblast,E7.0
cell_110010,7,Epiblast,E7.0
cell_110013,2,Epiblast,E7.0
cell_110015,2,Epiblast,E7.0
cell_110016,37,Haematoendothelial progenitors,E7.0
cell_110017,44,Primitive Streak,E7.0
cell_110018,0,Epiblast,E7.0
cell_110019,0,Epiblast,E7.0
