Cell name,Leiden cluster,Cell type,
YX_1009901024_A20,0,Muscle,
YX_1009901024_A21,23,Epidermal_prog1,
YX_1009901024_A22,2,Epidermal1,
YX_1009901024_A4,14,Neural,
YX_1009901024_A5,21,Parenchymal,
YX_1009901024_A7,7,Neural,
YX_1009901024_A8,43,Flame cells,
YX_1009901024_A9,4,Neoblast,
YX_1009901024_B1,25,Neoblast,
YX_1009901024_B10,29,Neoblast,
YX_1009901024_B11,34,Neural,
YX_1009901024_B12,28,Neural,
YX_1009901024_B16,11,Parenchymal,
YX_1009901024_B19,12,Muscle,
YX_1009901024_B2,1,Neoblast,
YX_1009901024_B20,19,Neural,
YX_1009901024_B21,2,Cathepsin,
YX_1009901024_B22,20,Neural,
YX_1009901024_B23,32,Neoblast,
YX_1009901024_B24,27,Neoblast,
YX_1009901024_B3,30,Neoblast,
YX_1009901024_B5,15,Neoblast,
YX_1009901024_B7,11,Parenchymal,
YX_1009901024_B8,6,Muscle,
YX_1009901024_B9,3,Parenchymal,
YX_1009901024_C1,5,Cathepsin,
YX_1009901024_C10,1,Neoblast,
YX_1009901024_C11,14,Neural,
YX_1009901024_C13,17,Parenchymal,
YX_1009901024_C14,0,Muscle,
YX_1009901024_C15,8,Epidermal_prog3,
YX_1009901024_C16,43,Flame cells,
YX_1009901024_C17,4,Neoblast,
YX_1009901024_C19,4,Neoblast,
YX_1009901024_C2,33,Neural_KK7,
YX_1009901024_C20,43,Flame cells,
YX_1009901024_C22,2,Parenchymal,
YX_1009901024_C24,15,Neoblast,
YX_1009901024_C3,30,Neoblast,
YX_1009901024_C5,17,Parenchymal,
YX_1009901024_C8,19,Neural,
YX_1009901024_C9,6,Muscle,
YX_1009901024_D10,12,Muscle,
YX_1009901024_D11,0,Muscle,
YX_1009901024_D12,4,Neoblast,
YX_1009901024_D13,25,Neoblast,
YX_1009901024_D14,19,Neural,
YX_1009901024_D15,14,Neural,
YX_1009901024_D16,40,Neural,
YX_1009901024_D17,10,Muscle,
YX_1009901024_D18,1,Neoblast,
YX_1009901024_D19,4,Neoblast,
YX_1009901024_D2,6,Muscle,
YX_1009901024_D20,34,Neural,
YX_1009901024_D21,21,Parenchymal,
YX_1009901024_D22,10,Muscle,
YX_1009901024_D23,21,Parenchymal,
YX_1009901024_D24,8,Epidermal_prog3,
YX_1009901024_D4,7,Neural,
YX_1009901024_D5,36,Neural,
YX_1009901024_D6,2,Parenchymal,
YX_1009901024_D8,36,Neural,
YX_1009901024_D9,41,Muscle,
YX_1009901024_E1,15,Neoblast,
YX_1009901024_E10,7,Epidermal_prog3,
YX_1009901024_E11,9,Muscle,
YX_1009901024_E13,3,Parenchymal,
YX_1009901024_E14,17,Neural,
YX_1009901024_E16,25,Neoblast,
YX_1009901024_E17,28,Neural,
YX_1009901024_E18,4,Neoblast,
YX_1009901024_E19,1,Neoblast,
YX_1009901024_E2,14,Neural,
YX_1009901024_E20,21,Parenchymal,
YX_1009901024_E21,21,Parenchymal,
YX_1009901024_E23,38,Muscle,
YX_1009901024_E24,38,Muscle,
YX_1009901024_E3,8,Epidermal_prog2,
YX_1009901024_E4,8,Epidermal_prog3,
YX_1009901024_E6,25,Parenchymal,
YX_1009901024_E7,16,Epidermal1,
YX_1009901024_E8,4,Neoblast,
YX_1009901024_E9,18,Neural,
YX_1009901024_F1,20,Neural,
YX_1009901024_F10,4,Neoblast,
YX_1009901024_F11,41,Muscle,
YX_1009901024_F12,37,Cathepsin,
YX_1009901024_F13,19,Parenchymal,
YX_1009901024_F14,7,Neural,
YX_1009901024_F15,35,Neural,
YX_1009901024_F16,12,Muscle,
YX_1009901024_F19,18,Neural,
YX_1009901024_F2,3,Parenchymal,
YX_1009901024_F21,1,Neoblast,
YX_1009901024_F22,24,Parenchymal,
YX_1009901024_F23,9,Muscle,
YX_1009901024_F24,2,Parenchymal,
YX_1009901024_F3,5,Cathepsin,
YX_1009901024_F6,8,Epidermal_prog2,
YX_1009901024_F7,2,Epidermal1,
YX_1009901024_F8,9,Muscle,
YX_1009901024_G1,8,Epidermal_prog2,
YX_1009901024_G10,6,Muscle,
YX_1009901024_G11,11,Parenchymal,
YX_1009901024_G13,40,Neural,
YX_1009901024_G15,3,Parenchymal,
YX_1009901024_G23,25,Neoblast,
YX_1009901024_G4,21,Parenchymal,
YX_1009901024_G5,12,Muscle,
YX_1009901024_G6,36,Neural,
YX_1009901024_G7,37,Cathepsin,
YX_1009901024_G8,2,Cathepsin,
YX_1009901024_G9,5,Cathepsin,
YX_1009901024_H1,12,Muscle,
YX_1009901024_H11,8,Epidermal1,
YX_1009901024_H13,5,Cathepsin,
YX_1009901024_H14,8,Epidermal_prog3,
YX_1009901024_H15,45,Muscle,
YX_1009901024_H18,10,Muscle,
YX_1009901024_H21,16,Epidermal2,
YX_1009901024_H22,23,Epidermal_prog1,
YX_1009901024_H24,5,Cathepsin,
YX_1009901024_H5,34,Neural,
YX_1009901024_H6,4,Neoblast,
YX_1009901024_H7,0,Muscle,
YX_1009901024_H8,14,Neural,
YX_1009901024_H9,12,Muscle,
YX_1009901024_I1,16,Epidermal2,
YX_1009901024_I12,1,Neoblast,
YX_1009901024_I13,2,Cathepsin,
YX_1009901024_I14,36,Neural,
YX_1009901024_I15,3,Parenchymal,
YX_1009901024_I16,11,Parenchymal,
YX_1009901024_I18,14,Neural,
YX_1009901024_I19,29,Neoblast,
YX_1009901024_I2,0,Muscle,
YX_1009901024_I20,12,Muscle,
YX_1009901024_I21,5,Cathepsin,
YX_1009901024_I22,14,Neoblast,
YX_1009901024_I23,0,Muscle,
YX_1009901024_I24,23,Epidermal_prog1,
YX_1009901024_I3,1,Neoblast,
YX_1009901024_I4,3,Parenchymal,
YX_1009901024_I5,5,Cathepsin,
YX_1009901024_I6,4,Neoblast,
YX_1009901024_I8,32,Intestine,
YX_1009901024_I9,21,Parenchymal,
YX_1009901024_J1,6,Muscle,
YX_1009901024_J10,7,Neural,
YX_1009901024_J11,2,Cathepsin,
YX_1009901024_J12,0,Muscle,
YX_1009901024_J13,13,Muscle,
YX_1009901024_J14,5,Cathepsin,
YX_1009901024_J15,16,Cathepsin,
YX_1009901024_J17,16,Epidermal2,
YX_1009901024_J18,16,Cathepsin,
YX_1009901024_J19,25,Neoblast,
YX_1009901024_J2,0,Muscle,
YX_1009901024_J20,18,Neural,
YX_1009901024_J21,1,Neoblast,
YX_1009901024_J22,9,Muscle,
YX_1009901024_J23,38,Muscle,
YX_1009901024_J24,1,Neoblast,
YX_1009901024_J3,5,Cathepsin,
YX_1009901024_J5,0,Muscle,
YX_1009901024_J8,0,Muscle,
YX_1009901024_J9,3,Parenchymal,
YX_1009901024_K1,15,Neoblast,
YX_1009901024_K11,7,Neural,
YX_1009901024_K12,2,Cathepsin,
YX_1009901024_K13,20,Neural,
YX_1009901024_K16,5,Cathepsin,
YX_1009901024_K17,15,Neoblast,
YX_1009901024_K18,37,Cathepsin,
YX_1009901024_K19,35,Neural,
YX_1009901024_K20,2,Cathepsin,
YX_1009901024_K22,5,Cathepsin,
YX_1009901024_K23,13,Muscle,
YX_1009901024_K24,17,Neural,
YX_1009901024_K4,4,Neoblast,
YX_1009901024_K6,0,Muscle,
YX_1009901024_K7,6,Muscle,
YX_1009901024_K8,6,Muscle,
YX_1009901024_K9,22,Muscle,
YX_1009901024_L1,12,Muscle,
YX_1009901024_L11,27,Neoblast,
YX_1009901024_L12,33,Neural_KK7,
YX_1009901024_L16,9,Muscle,
YX_1009901024_L17,19,Neural,
YX_1009901024_L18,5,Cathepsin,
YX_1009901024_L2,17,Epidermal3,
YX_1009901024_L20,23,Epidermal_prog1,
YX_1009901024_L22,0,Muscle,
YX_1009901024_L23,6,Muscle,
YX_1009901024_L3,3,Parenchymal,
YX_1009901024_L5,37,Cathepsin,
YX_1009901024_L6,0,Muscle,
YX_1009901024_L7,19,Neural,
YX_1009901024_M1,12,Muscle,
YX_1009901024_M10,6,Muscle,
YX_1009901024_M11,1,Neoblast,
YX_1009901024_M12,12,Muscle,
YX_1009901024_M13,40,Neural,
YX_1009901024_M15,4,Neoblast,
YX_1009901024_M18,21,Parenchymal,
YX_1009901024_M21,37,Cathepsin,
YX_1009901024_M22,34,Neural,
YX_1009901024_M23,0,Muscle,
YX_1009901024_M24,3,Parenchymal,
YX_1009901024_M3,31,Parenchymal,
YX_1009901024_M4,1,Neoblast,
YX_1009901024_M5,16,Muscle,
YX_1009901024_M7,2,Parenchymal,
YX_1009901024_M8,8,Epidermal_prog3,
YX_1009901024_M9,1,Neoblast,
YX_1009901024_N1,3,Parenchymal,
YX_1009901024_N10,8,Epidermal1,
YX_1009901024_N12,29,Muscle,
YX_1009901024_N15,11,Parenchymal,
YX_1009901024_N16,10,Muscle,
YX_1009901024_N17,9,Muscle,
YX_1009901024_N18,1,Neoblast,
YX_1009901024_N19,1,Neoblast,
YX_1009901024_N2,6,Muscle,
YX_1009901024_N20,3,Parenchymal,
YX_1009901024_N21,1,Neoblast,
YX_1009901024_N22,9,Muscle,
YX_1009901024_N23,4,Neoblast,
YX_1009901024_N3,18,Neural,
YX_1009901024_N5,34,Neural,
YX_1009901024_N7,19,Neural,
YX_1009901024_N8,2,Cathepsin,
YX_1009901024_N9,45,Epidermal_prog1,
YX_1009901024_O1,6,Muscle,
YX_1009901024_O10,12,Muscle,
YX_1009901024_O11,16,Epidermal_prog1,
YX_1009901024_O12,4,Neoblast,
YX_1009901024_O13,25,Parenchymal,
YX_1009901024_O14,6,Muscle,
YX_1009901024_O15,43,Flame cells,
YX_1009901024_O16,22,Muscle,
YX_1009901024_O17,8,Epidermal_prog3,
YX_1009901024_O20,29,Muscle,
YX_1009901024_O21,35,Neural,
YX_1009901024_O22,20,Neural,
YX_1009901024_O4,13,Muscle,
YX_1009901024_O8,1,Neoblast,
YX_1009901024_P1,2,Cathepsin,
YX_1009901024_P10,9,Muscle,
YX_1009901024_P12,13,Muscle,
YX_1009901024_P15,1,Neoblast,
YX_1009901024_P16,12,Muscle,
YX_1009901024_P2,23,Epidermal_prog1,
YX_1009901024_P3,28,Neural,
YX_1009901024_P4,5,Cathepsin,
YX_1009901024_P6,0,Muscle,
YX_1009901025_A10,12,Muscle,
YX_1009901025_A12,17,Neural,
YX_1009901025_A13,14,Neural,
YX_1009901025_A15,34,Neural,
YX_1009901025_A16,18,Neural,
YX_1009901025_A19,11,Parenchymal,
YX_1009901025_A2,21,Parenchymal,
YX_1009901025_A20,1,Neoblast,
YX_1009901025_A21,30,Neoblast,
YX_1009901025_A22,11,Parenchymal,
YX_1009901025_A23,25,Neoblast,
YX_1009901025_A3,3,Parenchymal,
YX_1009901025_A4,10,Muscle,
YX_1009901025_A5,13,Muscle,
YX_1009901025_A6,24,Epidermal_prog1,
YX_1009901025_A7,17,Neural,
YX_1009901025_B1,17,Neural,
YX_1009901025_B10,0,Muscle,
YX_1009901025_B11,8,Epidermal_prog2,
YX_1009901025_B13,2,Cathepsin,
YX_1009901025_B14,19,Parenchymal,
YX_1009901025_B16,3,Parenchymal,
YX_1009901025_B17,3,Parenchymal,
YX_1009901025_B18,7,Neural,
YX_1009901025_B19,7,Neural,
YX_1009901025_B2,3,Parenchymal,
YX_1009901025_B21,36,Neural,
YX_1009901025_B22,24,Parenchymal,
YX_1009901025_B24,24,Epidermal_prog2,
YX_1009901025_B3,13,Muscle,
YX_1009901025_B4,4,Neoblast,
YX_1009901025_B6,19,Parenchymal,
YX_1009901025_B7,11,Parenchymal,
YX_1009901025_B8,17,Neural,
YX_1009901025_B9,35,Neural,
YX_1009901025_C1,8,Epidermal_prog3,
YX_1009901025_C10,3,Parenchymal,
YX_1009901025_C12,3,Parenchymal,
YX_1009901025_C13,7,Parenchymal,
YX_1009901025_C14,8,Epidermal_prog3,
YX_1009901025_C17,28,Neural,
YX_1009901025_C18,1,Neoblast,
YX_1009901025_C19,36,Neural,
YX_1009901025_C2,6,Muscle,
YX_1009901025_C23,17,Neural,
YX_1009901025_C24,15,Neoblast,
YX_1009901025_C3,1,Neoblast,
YX_1009901025_C4,2,Cathepsin,
YX_1009901025_C5,18,Neural,
YX_1009901025_C8,5,Cathepsin,
YX_1009901025_C9,2,Cathepsin,
YX_1009901025_D1,26,Neoblast,
YX_1009901025_D12,17,Parenchymal,
YX_1009901025_D14,7,Neural,
YX_1009901025_D15,35,Neural,
YX_1009901025_D17,1,Neoblast,
YX_1009901025_D18,19,Neural,
YX_1009901025_D20,2,Cathepsin,
YX_1009901025_D21,6,Muscle,
YX_1009901025_D22,17,Parenchymal,
YX_1009901025_D24,7,Neural,
YX_1009901025_D5,5,Cathepsin,
YX_1009901025_D7,4,Neoblast,
YX_1009901025_D9,26,Neoblast,
YX_1009901025_E1,8,Epidermal_prog3,
YX_1009901025_E10,28,Neural,
YX_1009901025_E12,6,Muscle,
YX_1009901025_E13,0,Muscle,
YX_1009901025_E14,13,Muscle,
YX_1009901025_E16,42,Neural,
YX_1009901025_E18,20,Neural,
YX_1009901025_E19,16,Epidermal2,
YX_1009901025_E2,20,Neural,
YX_1009901025_E20,9,Muscle,
YX_1009901025_E21,14,Neural,
YX_1009901025_E23,2,Cathepsin,
YX_1009901025_E24,10,Muscle,
YX_1009901025_E3,18,Neural,
YX_1009901025_E4,21,Parenchymal,
YX_1009901025_E5,11,Parenchymal,
YX_1009901025_E6,5,Cathepsin,
YX_1009901025_E8,9,Muscle,
YX_1009901025_E9,40,Neural,
YX_1009901025_F1,16,Epidermal1,
YX_1009901025_F10,14,Neural,
YX_1009901025_F14,15,Neoblast,
YX_1009901025_F18,10,Muscle,
YX_1009901025_F19,8,Epidermal_prog2,
YX_1009901025_F20,3,Parenchymal,
YX_1009901025_F22,1,Neoblast,
YX_1009901025_F24,41,Muscle,
YX_1009901025_F3,0,Muscle,
YX_1009901025_F7,2,Cathepsin,
YX_1009901025_F8,10,Muscle,
YX_1009901025_F9,9,Muscle,
YX_1009901025_G10,11,Parenchymal,
YX_1009901025_G11,1,Neoblast,
YX_1009901025_G12,9,Muscle,
YX_1009901025_G14,2,Parenchymal,
YX_1009901025_G16,24,Parenchymal,
YX_1009901025_G18,29,Muscle,
YX_1009901025_G20,2,Parenchymal,
YX_1009901025_G21,5,Cathepsin,
YX_1009901025_G23,35,Neural,
YX_1009901025_G24,9,Muscle,
YX_1009901025_G3,26,Neoblast,
YX_1009901025_G5,24,Parenchymal,
YX_1009901025_H1,12,Muscle,
YX_1009901025_H10,1,Neoblast,
YX_1009901025_H12,5,Cathepsin,
YX_1009901025_H14,9,Muscle,
YX_1009901025_H15,1,Neoblast,
YX_1009901025_H16,21,Parenchymal,
YX_1009901025_H18,22,Muscle,
YX_1009901025_H2,2,Cathepsin,
YX_1009901025_H20,14,Neural,
YX_1009901025_H21,20,Neural,
YX_1009901025_H22,15,Neoblast,
YX_1009901025_H23,6,Muscle,
YX_1009901025_H24,2,Cathepsin,
YX_1009901025_H3,27,Neoblast,
YX_1009901025_H4,6,Muscle,
YX_1009901025_H5,10,Muscle,
YX_1009901025_H6,5,Cathepsin,
YX_1009901025_H8,2,Cathepsin,
YX_1009901025_H9,8,Epidermal1,
YX_1009901025_I12,1,Neoblast,
YX_1009901025_I14,7,Neural,
YX_1009901025_I15,30,Neoblast,
YX_1009901025_I16,19,Parenchymal,
YX_1009901025_I19,6,Muscle,
YX_1009901025_I20,3,Parenchymal,
YX_1009901025_I21,3,Parenchymal,
YX_1009901025_I23,33,Neural_KK7,
YX_1009901025_I24,3,Parenchymal,
YX_1009901025_I3,1,Neoblast,
YX_1009901025_I5,16,Epidermal3,
YX_1009901025_I7,31,Parenchymal,
YX_1009901025_I8,14,Neural,
YX_1009901025_I9,25,Neoblast,
YX_1009901025_J1,15,Neoblast,
YX_1009901025_J11,29,Neoblast,
YX_1009901025_J12,25,Neoblast,
YX_1009901025_J15,16,Epidermal1,
YX_1009901025_J16,40,Neural,
YX_1009901025_J17,2,Cathepsin,
YX_1009901025_J19,26,Neoblast,
YX_1009901025_J20,0,Muscle,
YX_1009901025_J21,35,Neural,
YX_1009901025_J22,6,Muscle,
YX_1009901025_J23,37,Cathepsin,
YX_1009901025_J24,8,Epidermal1,
YX_1009901025_J3,2,Cathepsin,
YX_1009901025_J5,16,Epidermal3,
YX_1009901025_J6,31,Parenchymal,
YX_1009901025_J8,10,Muscle,
YX_1009901025_J9,2,Cathepsin,
YX_1009901025_K1,9,Muscle,
YX_1009901025_K11,19,Neural,
YX_1009901025_K14,5,Cathepsin,
YX_1009901025_K15,2,Cathepsin,
YX_1009901025_K16,23,Epidermal_prog1,
YX_1009901025_K17,0,Muscle,
YX_1009901025_K19,10,Muscle,
YX_1009901025_K23,5,Cathepsin,
YX_1009901025_K24,16,Epidermal3,
YX_1009901025_K3,31,Parenchymal,
YX_1009901025_K5,37,Cathepsin,
YX_1009901025_K6,2,Parenchymal,
YX_1009901025_K8,2,Parenchymal,
YX_1009901025_K9,24,Epidermal_prog2,
YX_1009901025_L1,13,Muscle,
YX_1009901025_L11,7,Neural,
YX_1009901025_L12,5,Cathepsin,
YX_1009901025_L13,11,Parenchymal,
YX_1009901025_L16,38,Muscle,
YX_1009901025_L17,8,Epidermal1,
YX_1009901025_L18,27,Neoblast,
YX_1009901025_L19,5,Cathepsin,
YX_1009901025_L20,12,Muscle,
YX_1009901025_L22,10,Muscle,
YX_1009901025_L3,6,Muscle,
YX_1009901025_L5,44,Neural,
YX_1009901025_L6,22,Muscle,
YX_1009901025_L7,1,Neoblast,
YX_1009901025_L9,8,Epidermal_prog3,
YX_1009901025_M10,12,Muscle,
YX_1009901025_M11,15,Neoblast,
YX_1009901025_M13,14,Neural,
YX_1009901025_M14,13,Muscle,
YX_1009901025_M15,19,Parenchymal,
YX_1009901025_M16,5,Cathepsin,
YX_1009901025_M18,11,Parenchymal,
YX_1009901025_M19,9,Muscle,
YX_1009901025_M21,2,Cathepsin,
YX_1009901025_M22,12,Muscle,
YX_1009901025_M24,2,Cathepsin,
YX_1009901025_M3,17,Parenchymal,
YX_1009901025_M6,9,Muscle,
YX_1009901025_M7,6,Muscle,
YX_1009901025_M9,5,Cathepsin,
YX_1009901025_N10,0,Muscle,
YX_1009901025_N11,18,Neural,
YX_1009901025_N12,2,Epidermal1,
YX_1009901025_N13,14,Neural,
YX_1009901025_N14,2,Cathepsin,
YX_1009901025_N15,18,Neural,
YX_1009901025_N16,24,Parenchymal,
YX_1009901025_N17,1,Neoblast,
YX_1009901025_N2,46,Parenchymal,
YX_1009901025_N20,1,Neoblast,
YX_1009901025_N21,1,Neoblast,
YX_1009901025_N22,8,Epidermal1,
YX_1009901025_N23,12,Muscle,
YX_1009901025_N24,14,Neural,
YX_1009901025_N3,2,Cathepsin,
YX_1009901025_N4,12,Muscle,
YX_1009901025_N5,23,Epidermal_prog1,
YX_1009901025_N7,0,Muscle,
YX_1009901025_N8,40,Neural,
YX_1009901025_O10,10,Muscle,
YX_1009901025_O12,10,Muscle,
YX_1009901025_O13,10,Muscle,
YX_1009901025_O14,8,Epidermal_prog3,
YX_1009901025_O17,1,Neoblast,
YX_1009901025_O19,42,Neural,
YX_1009901025_O2,5,Cathepsin,
YX_1009901025_O20,3,Parenchymal,
YX_1009901025_O21,12,Muscle,
YX_1009901025_O22,4,Neoblast,
YX_1009901025_O23,16,Cathepsin,
YX_1009901025_O4,5,Cathepsin,
YX_1009901025_O5,32,Intestine,
YX_1009901025_O7,29,Neoblast,
YX_1009901025_O9,20,Neural,
YX_1009901025_P1,0,Muscle,
YX_1009901025_P10,3,Parenchymal,
YX_1009901025_P12,23,Epidermal_prog1,
YX_1009901025_P13,0,Muscle,
YX_1009901025_P14,0,Muscle,
YX_1009901025_P17,2,Parenchymal,
YX_1009901025_P18,26,Neoblast,
YX_1009901025_P20,1,Neoblast,
YX_1009901025_P22,5,Cathepsin,
YX_1009901025_P23,17,Parenchymal,
YX_1009901025_P3,7,Neural,
YX_1009901025_P4,9,Muscle,
YX_1009901025_P6,1,Neoblast,
YX_1009901025_P9,22,Muscle,
YX_1009901026_A1,5,Cathepsin,
YX_1009901026_A11,8,Epidermal_prog3,
YX_1009901026_A12,9,Muscle,
YX_1009901026_A13,2,Cathepsin,
YX_1009901026_A14,35,Neural,
YX_1009901026_A16,4,Neoblast,
YX_1009901026_A17,17,Neural,
YX_1009901026_A18,3,Parenchymal,
YX_1009901026_A2,24,Epidermal_prog2,
YX_1009901026_A22,7,Neural,
YX_1009901026_A3,19,Parenchymal,
YX_1009901026_A4,5,Cathepsin,
YX_1009901026_A6,13,Muscle,
YX_1009901026_A8,8,Epidermal_prog3,
YX_1009901026_A9,8,Epidermal_prog3,
YX_1009901026_B1,11,Parenchymal,
YX_1009901026_B13,46,Parenchymal,
YX_1009901026_B16,40,Neural,
YX_1009901026_B17,3,Parenchymal,
YX_1009901026_B18,15,Neoblast,
YX_1009901026_B22,24,Cathepsin,
YX_1009901026_B23,10,Muscle,
YX_1009901026_B24,3,Parenchymal,
YX_1009901026_B4,3,Parenchymal,
YX_1009901026_B6,3,Parenchymal,
YX_1009901026_B7,38,Muscle,
YX_1009901026_B9,11,Parenchymal,
YX_1009901026_C1,1,Neoblast,
YX_1009901026_C10,23,Epidermal_prog1,
YX_1009901026_C11,8,Epidermal_prog3,
YX_1009901026_C12,2,Epidermal1,
YX_1009901026_C15,10,Muscle,
YX_1009901026_C16,8,Epidermal_prog3,
YX_1009901026_C17,14,Neural,
YX_1009901026_C18,2,Parenchymal,
YX_1009901026_C19,1,Neoblast,
YX_1009901026_C2,8,Epidermal_prog2,
YX_1009901026_C21,10,Muscle,
YX_1009901026_C23,3,Parenchymal,
YX_1009901026_C24,43,Flame cells,
YX_1009901026_C3,10,Muscle,
YX_1009901026_C5,11,Parenchymal,
YX_1009901026_C6,0,Muscle,
YX_1009901026_D1,0,Muscle,
YX_1009901026_D10,7,Neural,
YX_1009901026_D11,18,Neural,
YX_1009901026_D12,14,Neural,
YX_1009901026_D13,23,Epidermal_prog1,
YX_1009901026_D14,33,Neural_KK7,
YX_1009901026_D16,2,Cathepsin,
YX_1009901026_D18,12,Muscle,
YX_1009901026_D19,21,Parenchymal,
YX_1009901026_D2,24,Epidermal_prog2,
YX_1009901026_D20,33,Neoblast,
YX_1009901026_D22,11,Neural,
YX_1009901026_D24,29,Muscle,
YX_1009901026_D3,6,Muscle,
YX_1009901026_D4,25,Parenchymal,
YX_1009901026_D5,4,Neoblast,
YX_1009901026_D7,14,Neural,
YX_1009901026_D8,43,Flame cells,
YX_1009901026_E13,8,Epidermal1,
YX_1009901026_E14,1,Neoblast,
YX_1009901026_E15,3,Parenchymal,
YX_1009901026_E16,8,Epidermal_prog3,
YX_1009901026_E18,2,Parenchymal,
YX_1009901026_E2,1,Neoblast,
YX_1009901026_E20,0,Muscle,
YX_1009901026_E22,3,Parenchymal,
YX_1009901026_E23,31,Parenchymal,
YX_1009901026_E6,34,Neural,
YX_1009901026_E7,8,Epidermal_prog2,
YX_1009901026_E9,15,Neoblast,
YX_1009901026_F10,3,Parenchymal,
YX_1009901026_F11,30,Neoblast,
YX_1009901026_F12,20,Neural,
YX_1009901026_F14,18,Neural,
YX_1009901026_F15,21,Parenchymal,
YX_1009901026_F16,2,Cathepsin,
YX_1009901026_F17,21,Parenchymal,
YX_1009901026_F18,12,Muscle,
YX_1009901026_F2,3,Parenchymal,
YX_1009901026_F20,8,Epidermal_prog3,
YX_1009901026_F21,2,Parenchymal,
YX_1009901026_F23,5,Cathepsin,
YX_1009901026_F24,8,Epidermal1,
YX_1009901026_F3,1,Neoblast,
YX_1009901026_F4,13,Muscle,
YX_1009901026_F5,11,Parenchymal,
YX_1009901026_F6,13,Muscle,
YX_1009901026_F7,9,Muscle,
YX_1009901026_F8,3,Parenchymal,
YX_1009901026_G1,20,Neural,
YX_1009901026_G10,12,Muscle,
YX_1009901026_G11,0,Muscle,
YX_1009901026_G15,13,Muscle,
YX_1009901026_G18,6,Muscle,
YX_1009901026_G2,8,Cathepsin,
YX_1009901026_G20,0,Muscle,
YX_1009901026_G21,8,Epidermal_prog3,
YX_1009901026_G23,5,Cathepsin,
YX_1009901026_G24,2,Cathepsin,
YX_1009901026_G3,3,Parenchymal,
YX_1009901026_G5,7,Neural,
YX_1009901026_G6,27,Neoblast,
YX_1009901026_G7,11,Parenchymal,
YX_1009901026_H1,7,Neural,
YX_1009901026_H12,11,Parenchymal,
YX_1009901026_H13,3,Parenchymal,
YX_1009901026_H14,10,Muscle,
YX_1009901026_H15,9,Muscle,
YX_1009901026_H17,14,Neural,
YX_1009901026_H18,5,Cathepsin,
YX_1009901026_H21,16,Epidermal1,
YX_1009901026_H22,40,Neural,
YX_1009901026_H23,2,Cathepsin,
YX_1009901026_H3,18,Neural,
YX_1009901026_H4,11,Parenchymal,
YX_1009901026_H5,21,Parenchymal,
YX_1009901026_H6,2,Parenchymal,
YX_1009901026_H7,22,Muscle,
YX_1009901026_H8,5,Cathepsin,
YX_1009901026_H9,2,Cathepsin,
YX_1009901026_I1,9,Muscle,
YX_1009901026_I10,18,Neural,
YX_1009901026_I11,13,Muscle,
YX_1009901026_I13,0,Muscle,
YX_1009901026_I14,40,Neural,
YX_1009901026_I17,2,Cathepsin,
YX_1009901026_I19,35,Neural,
YX_1009901026_I20,4,Neoblast,
YX_1009901026_I21,11,Parenchymal,
YX_1009901026_I22,10,Muscle,
YX_1009901026_I24,7,Neural,
YX_1009901026_I3,25,Neoblast,
YX_1009901026_I4,37,Cathepsin,
YX_1009901026_I5,20,Neural,
YX_1009901026_I6,0,Muscle,
YX_1009901026_I8,31,Neural,
YX_1009901026_I9,17,Neural,
YX_1009901026_J10,5,Cathepsin,
YX_1009901026_J11,2,Cathepsin,
YX_1009901026_J12,23,Epidermal_prog1,
YX_1009901026_J14,2,Parenchymal,
YX_1009901026_J15,20,Neural,
YX_1009901026_J16,27,Neoblast,
YX_1009901026_J18,10,Muscle,
YX_1009901026_J19,8,Epidermal1,
YX_1009901026_J20,32,Intestine,
YX_1009901026_J21,7,Neural,
YX_1009901026_J22,5,Cathepsin,
YX_1009901026_J23,21,Parenchymal,
YX_1009901026_J24,1,Neoblast,
YX_1009901026_J3,18,Neural,
YX_1009901026_J5,21,Parenchymal,
YX_1009901026_J7,21,Parenchymal,
YX_1009901026_J9,31,Parenchymal,
YX_1009901026_K10,1,Neoblast,
YX_1009901026_K11,22,Muscle,
YX_1009901026_K12,1,Neoblast,
YX_1009901026_K13,6,Muscle,
YX_1009901026_K15,16,Epidermal1,
YX_1009901026_K16,10,Muscle,
YX_1009901026_K18,8,Epidermal_prog3,
YX_1009901026_K19,0,Muscle,
YX_1009901026_K2,6,Muscle,
YX_1009901026_K20,3,Parenchymal,
YX_1009901026_K21,7,Neural,
YX_1009901026_K22,0,Muscle,
YX_1009901026_K24,25,Parenchymal,
YX_1009901026_K3,8,Epidermal_prog3,
YX_1009901026_K4,6,Muscle,
YX_1009901026_K7,10,Muscle,
YX_1009901026_K8,3,Parenchymal,
YX_1009901026_K9,14,Neural,
YX_1009901026_L10,2,Cathepsin,
YX_1009901026_L12,6,Muscle,
YX_1009901026_L13,12,Muscle,
YX_1009901026_L14,3,Parenchymal,
YX_1009901026_L15,4,Neoblast,
YX_1009901026_L17,30,Neoblast,
YX_1009901026_L19,37,Cathepsin,
YX_1009901026_L20,9,Muscle,
YX_1009901026_L21,19,Parenchymal,
YX_1009901026_L22,22,Muscle,
YX_1009901026_L24,3,Parenchymal,
YX_1009901026_L3,4,Neoblast,
YX_1009901026_L4,5,Cathepsin,
YX_1009901026_L5,22,Muscle,
YX_1009901026_L6,21,Parenchymal,
YX_1009901026_L7,32,Cathepsin,
YX_1009901026_L8,8,Epidermal_prog3,
YX_1009901026_M1,0,Muscle,
