Cell name,Leiden cluster,Cell type,
YX_1009901007_H20,22,Muscle,
YX_1009901007_H22,1,Neoblast,
YX_1009901007_H23,12,Muscle,
YX_1009901007_H24,1,Neoblast,
YX_1009901007_H3,3,Parenchymal,
YX_1009901007_H5,42,Neural,
YX_1009901007_H6,9,Muscle,
YX_1009901007_H7,14,Neural,
YX_1009901007_H8,0,Muscle,
YX_1009901007_I1,21,Parenchymal,
YX_1009901007_I10,13,Muscle,
YX_1009901007_I11,4,Neoblast,
YX_1009901007_I15,0,Muscle,
YX_1009901007_I16,31,Parenchymal,
YX_1009901007_I18,15,Neoblast,
YX_1009901007_I19,0,Muscle,
YX_1009901007_I22,0,Muscle,
YX_1009901007_I23,44,Neural,
YX_1009901007_I24,14,Neoblast,
YX_1009901007_I4,3,Parenchymal,
YX_1009901007_I5,18,Neural,
YX_1009901007_I6,26,Neoblast,
YX_1009901007_I7,8,Epidermal_prog3,
YX_1009901007_I8,0,Muscle,
YX_1009901007_I9,7,Neural,
YX_1009901007_J1,27,Neoblast,
YX_1009901007_J10,0,Muscle,
YX_1009901007_J12,1,Neoblast,
YX_1009901007_J13,25,Neoblast,
YX_1009901007_J14,29,Neoblast,
YX_1009901007_J15,6,Muscle,
YX_1009901007_J16,0,Muscle,
YX_1009901007_J17,9,Muscle,
YX_1009901007_J18,14,Neural,
YX_1009901007_J19,23,Epidermal_prog1,
YX_1009901007_J22,2,Cathepsin,
YX_1009901007_J23,14,Neural,
YX_1009901007_J24,14,Neural,
YX_1009901007_J3,2,Cathepsin,
YX_1009901007_J4,16,Epidermal3,
YX_1009901007_J5,42,Neural,
YX_1009901007_J6,14,Neural,
YX_1009901007_J7,1,Neoblast,
YX_1009901007_J8,3,Parenchymal,
YX_1009901007_K1,9,Muscle,
YX_1009901007_K10,0,Muscle,
YX_1009901007_K12,15,Neoblast,
YX_1009901007_K13,28,Neural,
YX_1009901007_K14,1,Neoblast,
YX_1009901007_K15,28,Neural,
YX_1009901007_K16,7,Neural,
YX_1009901007_K17,1,Neoblast,
YX_1009901007_K19,6,Muscle,
YX_1009901007_K2,4,Neoblast,
YX_1009901007_K20,1,Neoblast,
YX_1009901007_K21,2,Cathepsin,
YX_1009901007_K22,15,Neoblast,
YX_1009901007_K23,9,Muscle,
YX_1009901007_K3,11,Parenchymal,
YX_1009901007_K6,12,Muscle,
YX_1009901007_K7,7,Neural,
YX_1009901007_K8,2,Cathepsin,
YX_1009901007_K9,19,Neural,
YX_1009901007_L11,26,Neoblast,
YX_1009901007_L12,12,Muscle,
YX_1009901007_L13,15,Neoblast,
YX_1009901007_L14,10,Muscle,
YX_1009901007_L15,14,Neural,
YX_1009901007_L16,16,Epidermal1,
YX_1009901007_L17,23,Epidermal_prog1,
YX_1009901007_L19,22,Muscle,
YX_1009901007_L2,15,Neoblast,
YX_1009901007_L20,3,Parenchymal,
YX_1009901007_L21,0,Muscle,
YX_1009901007_L22,24,Parenchymal,
YX_1009901007_L23,4,Neoblast,
YX_1009901007_L3,7,Neural,
YX_1009901007_L5,45,Muscle,
YX_1009901007_L7,23,Epidermal_prog1,
YX_1009901007_L8,3,Parenchymal,
YX_1009901007_L9,0,Muscle,
YX_1009901007_M1,13,Muscle,
YX_1009901007_M10,3,Parenchymal,
YX_1009901007_M11,8,Epidermal_prog3,
YX_1009901007_M12,0,Muscle,
YX_1009901007_M13,3,Parenchymal,
YX_1009901007_M15,46,Parenchymal,
YX_1009901007_M16,11,Parenchymal,
YX_1009901007_M17,23,Epidermal_prog1,
YX_1009901007_M18,4,Neoblast,
YX_1009901007_M19,41,Muscle,
YX_1009901007_M2,6,Muscle,
YX_1009901007_M21,38,Muscle,
YX_1009901007_M23,21,Parenchymal,
YX_1009901007_M24,2,Parenchymal,
YX_1009901007_M3,7,Neural,
YX_1009901007_M4,6,Muscle,
YX_1009901007_M5,22,Muscle,
YX_1009901007_M6,6,Muscle,
YX_1009901007_M8,12,Muscle,
YX_1009901007_M9,4,Neoblast,
YX_1009901007_N1,3,Parenchymal,
YX_1009901007_N10,2,Cathepsin,
YX_1009901007_N11,33,Neural_KK7,
YX_1009901007_N12,0,Muscle,
YX_1009901007_N13,4,Neoblast,
YX_1009901007_N14,3,Parenchymal,
YX_1009901007_N16,7,Neural,
YX_1009901007_N17,8,Epidermal1,
YX_1009901007_N18,27,Neoblast,
YX_1009901007_N19,5,Cathepsin,
YX_1009901007_N2,1,Neoblast,
YX_1009901007_N20,0,Muscle,
YX_1009901007_N23,9,Muscle,
YX_1009901007_N24,7,Neural,
YX_1009901007_N3,12,Muscle,
YX_1009901007_N4,13,Muscle,
YX_1009901007_N5,13,Muscle,
YX_1009901007_N6,5,Cathepsin,
YX_1009901007_N7,22,Muscle,
YX_1009901007_N8,3,Parenchymal,
YX_1009901007_N9,38,Muscle,
YX_1009901007_O1,24,Parenchymal,
YX_1009901007_O12,46,Parenchymal,
YX_1009901007_O13,26,Neoblast,
YX_1009901007_O16,6,Muscle,
YX_1009901007_O17,24,Epidermal_prog1,
YX_1009901007_O18,23,Epidermal_prog1,
YX_1009901007_O19,6,Muscle,
YX_1009901007_O2,29,Neoblast,
YX_1009901007_O20,10,Muscle,
YX_1009901007_O21,10,Muscle,
YX_1009901007_O3,12,Muscle,
YX_1009901007_O4,6,Muscle,
YX_1009901007_O5,32,Intestine,
YX_1009901007_O6,19,Parenchymal,
YX_1009901007_O7,19,Parenchymal,
YX_1009901007_O8,1,Neoblast,
YX_1009901007_O9,4,Neoblast,
YX_1009901007_P10,21,Parenchymal,
YX_1009901007_P15,21,Parenchymal,
YX_1009901007_P17,9,Muscle,
YX_1009901007_P2,4,Neoblast,
YX_1009901007_P21,0,Muscle,
YX_1009901007_P23,22,Muscle,
YX_1009901007_P4,0,Muscle,
YX_1009901007_P8,1,Neoblast,
YX_1009901007_P9,2,Cathepsin,
YX_1009901008_A11,12,Muscle,
YX_1009901008_A12,1,Neoblast,
YX_1009901008_A14,1,Neoblast,
YX_1009901008_A15,23,Epidermal_prog1,
YX_1009901008_A16,26,Neoblast,
YX_1009901008_A17,10,Muscle,
YX_1009901008_A18,18,Neural,
YX_1009901008_A19,2,Cathepsin,
YX_1009901008_A20,17,Neural,
YX_1009901008_A21,6,Muscle,
YX_1009901008_A22,16,Epidermal1,
YX_1009901008_A23,14,Parenchymal,
YX_1009901008_A24,4,Neoblast,
YX_1009901008_A3,2,Parenchymal,
YX_1009901008_A4,0,Muscle,
YX_1009901008_A6,0,Muscle,
YX_1009901008_A9,23,Epidermal_prog1,
YX_1009901008_B1,2,Cathepsin,
YX_1009901008_B10,36,Neural,
YX_1009901008_B11,26,Neoblast,
YX_1009901008_B12,14,Neural,
YX_1009901008_B13,31,Neural,
YX_1009901008_B14,47,Parenchymal,
YX_1009901008_B16,19,Parenchymal,
YX_1009901008_B18,14,Neural,
YX_1009901008_B19,27,Neoblast,
YX_1009901008_B2,38,Muscle,
YX_1009901008_B21,11,Parenchymal,
YX_1009901008_B22,1,Neoblast,
YX_1009901008_B23,3,Parenchymal,
YX_1009901008_B24,3,Parenchymal,
YX_1009901008_B3,2,Cathepsin,
YX_1009901008_B6,7,Neural,
YX_1009901008_B9,35,Neural,
YX_1009901008_C1,19,Parenchymal,
YX_1009901008_C10,1,Neoblast,
YX_1009901008_C11,10,Muscle,
YX_1009901008_C12,19,Neural,
YX_1009901008_C14,3,Parenchymal,
YX_1009901008_C15,14,Neural,
YX_1009901008_C17,1,Neoblast,
YX_1009901008_C18,13,Muscle,
YX_1009901008_C19,18,Neural,
YX_1009901008_C2,4,Neoblast,
YX_1009901008_C20,47,Parenchymal,
YX_1009901008_C21,43,Flame cells,
YX_1009901008_C22,14,Neural,
YX_1009901008_C24,3,Parenchymal,
YX_1009901008_C3,17,Parenchymal,
YX_1009901008_C6,0,Muscle,
YX_1009901008_C8,3,Parenchymal,
YX_1009901008_D11,31,Parenchymal,
YX_1009901008_D12,4,Neoblast,
YX_1009901008_D13,3,Parenchymal,
YX_1009901008_D15,9,Muscle,
YX_1009901008_D18,2,Cathepsin,
YX_1009901008_D19,25,Neoblast,
YX_1009901008_D22,7,Neural,
YX_1009901008_D23,20,Neural,
YX_1009901008_D24,7,Neural,
YX_1009901008_D3,12,Muscle,
YX_1009901008_D4,3,Parenchymal,
YX_1009901008_D7,1,Neoblast,
YX_1009901008_D8,10,Muscle,
YX_1009901008_D9,7,Neural,
YX_1009901008_E1,1,Neoblast,
YX_1009901008_E10,22,Muscle,
YX_1009901008_E12,3,Parenchymal,
YX_1009901008_E13,2,Parenchymal,
YX_1009901008_E15,3,Parenchymal,
YX_1009901008_E17,5,Cathepsin,
YX_1009901008_E18,12,Muscle,
YX_1009901008_E19,4,Neoblast,
YX_1009901008_E21,27,Neoblast,
YX_1009901008_E23,18,Neural,
YX_1009901008_E24,39,Neoblast,
YX_1009901008_E3,8,Epidermal_prog3,
YX_1009901008_E5,12,Muscle,
YX_1009901008_E6,15,Neoblast,
YX_1009901008_E7,3,Parenchymal,
YX_1009901008_E8,19,Parenchymal,
YX_1009901008_F1,4,Neoblast,
YX_1009901008_F10,42,Neural,
YX_1009901008_F11,6,Muscle,
YX_1009901008_F16,3,Parenchymal,
YX_1009901008_F18,25,Parenchymal,
YX_1009901008_F20,29,Neoblast,
YX_1009901008_F21,21,Parenchymal,
YX_1009901008_F23,1,Neoblast,
YX_1009901008_F24,23,Epidermal_prog1,
YX_1009901008_F4,4,Neoblast,
YX_1009901008_F7,10,Muscle,
YX_1009901008_F8,3,Parenchymal,
YX_1009901008_F9,28,Neural,
YX_1009901008_G1,26,Neoblast,
YX_1009901008_G10,7,Neural,
YX_1009901008_G11,2,Cathepsin,
YX_1009901008_G12,12,Muscle,
YX_1009901008_G13,20,Neural,
YX_1009901008_G14,11,Parenchymal,
YX_1009901008_G16,18,Neural,
YX_1009901008_G17,33,Neural_KK7,
YX_1009901008_G18,0,Muscle,
YX_1009901008_G2,37,Cathepsin,
YX_1009901008_G20,14,Muscle,
YX_1009901008_G21,33,Neoblast,
YX_1009901008_G22,25,Neoblast,
YX_1009901008_G23,21,Parenchymal,
YX_1009901008_G24,15,Neoblast,
YX_1009901008_G3,20,Parenchymal,
YX_1009901008_G4,0,Muscle,
YX_1009901008_G5,11,Parenchymal,
YX_1009901008_G7,5,Cathepsin,
YX_1009901008_H11,0,Muscle,
YX_1009901008_H13,36,Neural,
YX_1009901008_H15,3,Parenchymal,
YX_1009901008_H17,18,Neural,
YX_1009901008_H18,7,Neural,
YX_1009901008_H2,13,Muscle,
YX_1009901008_H20,9,Muscle,
YX_1009901008_H21,13,Muscle,
YX_1009901008_H23,5,Cathepsin,
YX_1009901008_H4,1,Neoblast,
YX_1009901008_H5,12,Muscle,
YX_1009901008_H6,16,Epidermal3,
YX_1009901008_H7,0,Muscle,
YX_1009901008_H8,3,Parenchymal,
YX_1009901008_H9,26,Neoblast,
YX_1009901008_I10,3,Parenchymal,
YX_1009901008_I11,5,Cathepsin,
YX_1009901008_I12,7,Neural,
YX_1009901008_I13,40,Neural,
YX_1009901008_I16,4,Neoblast,
YX_1009901008_I17,8,Epidermal_prog2,
YX_1009901008_I19,6,Muscle,
YX_1009901008_I2,7,Neural,
YX_1009901008_I21,22,Muscle,
YX_1009901008_I22,0,Muscle,
YX_1009901008_I23,3,Parenchymal,
YX_1009901008_I24,8,Epidermal_prog3,
YX_1009901008_I3,3,Parenchymal,
YX_1009901008_I4,34,Neural,
YX_1009901008_I5,20,Neural,
YX_1009901008_I9,1,Neoblast,
YX_1009901008_J1,6,Muscle,
YX_1009901008_J10,10,Muscle,
YX_1009901008_J11,39,Neoblast,
YX_1009901008_J12,44,Neural,
YX_1009901008_J13,34,Neural,
YX_1009901008_J14,23,Epidermal_prog1,
YX_1009901008_J2,1,Neoblast,
YX_1009901008_J20,2,Parenchymal,
YX_1009901008_J21,11,Parenchymal,
YX_1009901008_J22,44,Neural,
YX_1009901008_J23,26,Neoblast,
YX_1009901008_J24,13,Muscle,
YX_1009901008_J4,1,Neoblast,
YX_1009901008_J5,24,Epidermal_prog2,
YX_1009901008_J6,12,Muscle,
YX_1009901008_J8,17,Neural,
YX_1009901008_J9,25,Parenchymal,
YX_1009901008_K1,3,Parenchymal,
YX_1009901008_K10,2,Cathepsin,
YX_1009901008_K11,27,Neoblast,
YX_1009901008_K13,20,Neural,
YX_1009901008_K14,24,Parenchymal,
YX_1009901008_K17,27,Neoblast,
YX_1009901008_K18,17,Parenchymal,
YX_1009901008_K2,27,Neoblast,
YX_1009901008_K20,32,Neoblast,
YX_1009901008_K21,13,Muscle,
YX_1009901008_K22,12,Muscle,
YX_1009901008_K4,0,Muscle,
YX_1009901008_K5,6,Muscle,
YX_1009901008_K7,11,Parenchymal,
YX_1009901008_K8,3,Parenchymal,
YX_1009901008_K9,18,Neural,
YX_1009901008_L10,10,Muscle,
YX_1009901008_L13,18,Neural,
YX_1009901008_L14,5,Cathepsin,
YX_1009901008_L16,28,Neural,
YX_1009901008_L17,5,Cathepsin,
YX_1009901008_L18,2,Parenchymal,
YX_1009901008_L20,40,Neural,
YX_1009901008_L21,18,Neural,
YX_1009901008_L22,3,Parenchymal,
YX_1009901008_L23,26,Neoblast,
YX_1009901008_L24,20,Neural,
YX_1009901008_L4,16,Epidermal1,
YX_1009901008_L6,17,Neural,
YX_1009901008_L7,0,Muscle,
YX_1009901008_L8,10,Muscle,
YX_1009901008_L9,11,Parenchymal,
YX_1009901008_M10,23,Epidermal_prog1,
YX_1009901008_M11,12,Muscle,
YX_1009901008_M12,11,Parenchymal,
YX_1009901008_M13,42,Neural,
YX_1009901008_M14,18,Neural,
YX_1009901008_M15,8,Epidermal_prog3,
YX_1009901008_M16,3,Parenchymal,
YX_1009901008_M18,15,Neoblast,
YX_1009901008_M19,11,Parenchymal,
YX_1009901008_M20,13,Muscle,
YX_1009901008_M23,1,Neoblast,
YX_1009901008_M3,1,Neoblast,
YX_1009901008_M4,18,Neural,
YX_1009901008_M5,0,Muscle,
YX_1009901008_M6,37,Cathepsin,
YX_1009901008_M7,13,Muscle,
YX_1009901008_M8,1,Neoblast,
YX_1009901008_N1,10,Muscle,
YX_1009901008_N11,20,Neural,
YX_1009901008_N13,30,Neoblast,
YX_1009901008_N15,0,Muscle,
YX_1009901008_N16,11,Parenchymal,
YX_1009901008_N17,44,Neural,
YX_1009901008_N18,1,Neoblast,
YX_1009901008_N19,19,Parenchymal,
YX_1009901008_N2,10,Muscle,
YX_1009901008_N20,17,Neural,
YX_1009901008_N21,3,Parenchymal,
YX_1009901008_N23,6,Muscle,
YX_1009901008_N3,21,Parenchymal,
YX_1009901008_N4,2,Parenchymal,
YX_1009901008_N7,37,Cathepsin,
YX_1009901008_N8,39,Gland,
YX_1009901008_O1,3,Parenchymal,
YX_1009901008_O10,1,Neoblast,
YX_1009901008_O11,9,Muscle,
YX_1009901008_O12,3,Parenchymal,
YX_1009901008_O15,0,Muscle,
YX_1009901008_O16,9,Muscle,
YX_1009901008_O18,18,Neural,
YX_1009901008_O19,17,Parenchymal,
YX_1009901008_O2,4,Neoblast,
YX_1009901008_O20,0,Muscle,
YX_1009901008_O21,4,Neoblast,
YX_1009901008_O22,3,Parenchymal,
YX_1009901008_O4,38,Muscle,
YX_1009901008_O6,6,Muscle,
YX_1009901008_O7,4,Neoblast,
YX_1009901008_O8,4,Neoblast,
YX_1009901008_P11,31,Parenchymal,
YX_1009901008_P13,32,Intestine,
YX_1009901008_P15,5,Cathepsin,
YX_1009901008_P17,19,Neural,
YX_1009901008_P18,12,Muscle,
YX_1009901008_P2,42,Neural,
YX_1009901008_P20,13,Muscle,
YX_1009901008_P21,4,Neoblast,
YX_1009901008_P4,9,Muscle,
YX_1009901008_P8,0,Muscle,
YX_1009901008_P9,32,Neoblast,
YX_1009901009_A10,29,Neoblast,
YX_1009901009_A11,6,Muscle,
YX_1009901009_A12,22,Muscle,
YX_1009901009_A13,16,Epidermal_prog3,
YX_1009901009_A15,5,Cathepsin,
YX_1009901009_A16,7,Neural,
YX_1009901009_A17,14,Neural,
YX_1009901009_A18,4,Neoblast,
YX_1009901009_A19,0,Muscle,
YX_1009901009_A20,1,Neoblast,
YX_1009901009_A22,6,Muscle,
YX_1009901009_A4,32,Neoblast,
YX_1009901009_A5,4,Neoblast,
YX_1009901009_A6,15,Neoblast,
YX_1009901009_A7,35,Neural,
YX_1009901009_A9,18,Neural,
YX_1009901009_B10,33,Neural_KK7,
YX_1009901009_B11,8,Epidermal_prog3,
YX_1009901009_B12,28,Neural,
YX_1009901009_B13,15,Neoblast,
YX_1009901009_B14,1,Neoblast,
YX_1009901009_B19,2,Cathepsin,
YX_1009901009_B2,9,Muscle,
YX_1009901009_B22,17,Parenchymal,
YX_1009901009_B23,34,Neural,
YX_1009901009_B3,41,Muscle,
YX_1009901009_B5,5,Cathepsin,
YX_1009901009_B6,17,Parenchymal,
YX_1009901009_B7,18,Neural,
YX_1009901009_B9,1,Neoblast,
YX_1009901009_C1,32,Intestine,
YX_1009901009_C11,7,Neural,
YX_1009901009_C12,40,Neural,
YX_1009901009_C13,8,Epidermal_prog3,
YX_1009901009_C14,9,Muscle,
YX_1009901009_C15,9,Muscle,
YX_1009901009_C16,8,Epidermal_prog3,
YX_1009901009_C17,30,Neoblast,
YX_1009901009_C18,1,Neoblast,
YX_1009901009_C19,40,Neural,
YX_1009901009_C2,6,Muscle,
YX_1009901009_C22,2,Cathepsin,
YX_1009901009_C23,26,Neoblast,
YX_1009901009_C24,25,Neoblast,
YX_1009901009_C4,5,Cathepsin,
YX_1009901009_C5,39,Gland,
YX_1009901009_C7,17,Neural,
YX_1009901009_C8,32,Intestine,
YX_1009901009_C9,12,Muscle,
YX_1009901009_D1,24,Parenchymal,
YX_1009901009_D12,3,Parenchymal,
YX_1009901009_D13,17,Neural,
YX_1009901009_D14,1,Neoblast,
YX_1009901009_D15,15,Neoblast,
YX_1009901009_D16,0,Neural,
YX_1009901009_D19,25,Parenchymal,
YX_1009901009_D2,17,Parenchymal,
YX_1009901009_D20,5,Cathepsin,
YX_1009901009_D22,37,Cathepsin,
YX_1009901009_D23,31,Parenchymal,
YX_1009901009_D24,11,Parenchymal,
YX_1009901009_D4,20,Neural,
YX_1009901009_D5,30,Neoblast,
YX_1009901009_D6,4,Neoblast,
YX_1009901009_D7,29,Neoblast,
YX_1009901009_D8,29,Neoblast,
YX_1009901009_D9,5,Cathepsin,
YX_1009901009_E1,20,Neural,
YX_1009901009_E12,2,Cathepsin,
YX_1009901009_E13,0,Muscle,
YX_1009901009_E14,16,Epidermal2,
YX_1009901009_E17,2,Parenchymal,
YX_1009901009_E18,41,Muscle,
YX_1009901009_E19,36,Neural,
YX_1009901009_E23,3,Parenchymal,
YX_1009901009_E24,11,Parenchymal,
YX_1009901009_E3,16,Epidermal2,
YX_1009901009_E4,17,Neural,
YX_1009901009_E5,3,Parenchymal,
YX_1009901009_E6,18,Neural,
YX_1009901009_E9,1,Neoblast,
YX_1009901009_F10,18,Neural,
YX_1009901009_F11,12,Muscle,
YX_1009901009_F12,1,Neoblast,
YX_1009901009_F15,21,Parenchymal,
YX_1009901009_F18,2,Cathepsin,
YX_1009901009_F19,3,Parenchymal,
YX_1009901009_F2,39,Parenchymal,
YX_1009901009_F21,16,Epidermal3,
YX_1009901009_F22,21,Parenchymal,
YX_1009901009_F23,14,Neural,
YX_1009901009_F24,2,Cathepsin,
YX_1009901009_F3,11,Parenchymal,
YX_1009901009_F4,3,Parenchymal,
YX_1009901009_F5,0,Muscle,
YX_1009901009_F6,44,Neural,
YX_1009901009_F8,9,Muscle,
YX_1009901009_G1,36,Neural,
YX_1009901009_G10,15,Neoblast,
YX_1009901009_G11,10,Muscle,
YX_1009901009_G13,27,Neoblast,
YX_1009901009_G14,11,Parenchymal,
YX_1009901009_G15,16,Epidermal3,
YX_1009901009_G18,15,Neoblast,
YX_1009901009_G19,13,Muscle,
YX_1009901009_G20,16,Epidermal3,
YX_1009901009_G21,23,Epidermal_prog1,
YX_1009901009_G22,7,Neural,
YX_1009901009_G23,2,Parenchymal,
YX_1009901009_G24,18,Neural,
YX_1009901009_G3,14,Neural,
YX_1009901009_G4,19,Parenchymal,
YX_1009901009_G5,5,Cathepsin,
YX_1009901009_G6,11,Parenchymal,
YX_1009901009_G8,19,Neural,
YX_1009901009_G9,32,Intestine,
YX_1009901009_H1,3,Parenchymal,
YX_1009901009_H11,0,Muscle,
YX_1009901009_H13,22,Muscle,
YX_1009901009_H14,30,Neoblast,
YX_1009901009_H15,32,Neoblast,
YX_1009901009_H17,7,Neural,
YX_1009901009_H18,9,Muscle,
YX_1009901009_H2,4,Neoblast,
YX_1009901009_H20,8,Epidermal_prog2,
YX_1009901009_H23,4,Neoblast,
YX_1009901009_H3,0,Muscle,
YX_1009901009_H4,23,Epidermal_prog1,
YX_1009901009_H7,14,Neural,
YX_1009901009_H9,15,Neural,
YX_1009901009_I1,16,Epidermal2,
YX_1009901009_I12,27,Neoblast,
YX_1009901009_I14,0,Muscle,
YX_1009901009_I15,5,Cathepsin,
YX_1009901009_I16,8,Epidermal_prog2,
YX_1009901009_I17,19,Parenchymal,
YX_1009901009_I18,27,Neoblast,
YX_1009901009_I19,6,Muscle,
YX_1009901009_I20,8,Epidermal_prog2,
YX_1009901009_I22,33,Neural_KK7,
YX_1009901009_I23,3,Parenchymal,
YX_1009901009_I4,3,Parenchymal,
YX_1009901009_I6,29,Neoblast,
YX_1009901009_I9,29,Neoblast,
YX_1009901009_J1,0,Muscle,
YX_1009901009_J11,0,Muscle,
YX_1009901009_J12,2,Parenchymal,
YX_1009901009_J13,20,Neural,
YX_1009901009_J14,18,Neural,
YX_1009901009_J15,22,Muscle,
YX_1009901009_J16,1,Neoblast,
YX_1009901009_J18,0,Muscle,
YX_1009901009_J19,30,Neoblast,
YX_1009901009_J2,24,Epidermal_prog2,
YX_1009901009_J20,6,Muscle,
YX_1009901009_J21,2,Muscle,
YX_1009901009_J22,3,Parenchymal,
YX_1009901009_J23,6,Muscle,
YX_1009901009_J24,9,Muscle,
YX_1009901009_J3,8,Epidermal_prog3,
YX_1009901009_J4,4,Neoblast,
YX_1009901009_J6,1,Neoblast,
YX_1009901009_J7,23,Epidermal_prog1,
YX_1009901009_J8,0,Muscle,
YX_1009901009_J9,8,Epidermal_prog3,
YX_1009901009_K1,22,Muscle,
YX_1009901009_K11,12,Muscle,
YX_1009901009_K12,38,Muscle,
YX_1009901009_K13,5,Cathepsin,
YX_1009901009_K15,19,Neural,
YX_1009901009_K16,13,Muscle,
YX_1009901009_K19,4,Neoblast,
YX_1009901009_K20,31,Parenchymal,
YX_1009901009_K21,4,Neoblast,
YX_1009901009_K23,36,Parenchymal,
YX_1009901009_K24,26,Neoblast,
YX_1009901009_K3,26,Parenchymal,
YX_1009901009_K5,13,Muscle,
YX_1009901009_K7,1,Neoblast,
YX_1009901009_K8,36,Neural,
YX_1009901009_K9,26,Neoblast,
YX_1009901009_L10,7,Neural,
YX_1009901009_L11,19,Parenchymal,
YX_1009901009_L13,2,Cathepsin,
YX_1009901009_L14,13,Muscle,
YX_1009901009_L15,4,Neoblast,
YX_1009901009_L16,36,Neural,
YX_1009901009_L18,35,Neural,
YX_1009901009_L19,0,Muscle,
YX_1009901009_L2,13,Muscle,
YX_1009901009_L20,19,Parenchymal,
YX_1009901009_L21,24,Parenchymal,
YX_1009901009_L22,12,Muscle,
YX_1009901009_L23,27,Neoblast,
YX_1009901009_L24,3,Parenchymal,
YX_1009901009_L3,20,Neural,
YX_1009901009_L4,0,Muscle,
YX_1009901009_L5,15,Neoblast,
YX_1009901009_M1,4,Neoblast,
YX_1009901009_M10,6,Muscle,
YX_1009901009_M11,1,Neoblast,
YX_1009901009_M12,12,Muscle,
YX_1009901009_M13,17,Neural,
YX_1009901009_M14,43,Flame cells,
YX_1009901009_M15,21,Parenchymal,
YX_1009901009_M16,5,Cathepsin,
YX_1009901009_M17,14,Neural,
YX_1009901009_M2,15,Neoblast,
YX_1009901009_M21,2,Cathepsin,
YX_1009901009_M22,0,Muscle,
YX_1009901009_M23,27,Neoblast,
YX_1009901009_M4,3,Parenchymal,
YX_1009901009_M5,13,Muscle,
YX_1009901009_M6,21,Parenchymal,
YX_1009901009_M8,16,Epidermal3,
YX_1009901009_M9,21,Parenchymal,
YX_1009901009_N1,32,Intestine,
YX_1009901009_N11,2,Cathepsin,
YX_1009901009_N12,14,Neural,
YX_1009901009_N13,7,Neural,
YX_1009901009_N14,4,Neoblast,
YX_1009901009_N15,11,Parenchymal,
YX_1009901009_N17,0,Muscle,
YX_1009901009_N2,35,Neural,
YX_1009901009_N20,16,Cathepsin,
YX_1009901009_N22,9,Muscle,
YX_1009901009_N6,25,Neoblast,
YX_1009901009_N7,4,Neoblast,
YX_1009901009_N9,16,Epidermal2,
YX_1009901009_O1,13,Muscle,
YX_1009901009_O10,11,Parenchymal,
YX_1009901009_O11,5,Cathepsin,
YX_1009901009_O13,6,Muscle,
YX_1009901009_O14,33,Muscle,
YX_1009901009_O15,18,Neural,
YX_1009901009_O16,19,Neural,
YX_1009901009_O18,42,Neural,
YX_1009901009_O2,4,Neoblast,
YX_1009901009_O20,0,Muscle,
YX_1009901009_O21,2,Parenchymal,
YX_1009901009_O22,27,Neoblast,
YX_1009901009_O23,34,Neural,
YX_1009901009_O3,24,Epidermal_prog2,
YX_1009901009_O5,4,Neoblast,
YX_1009901009_O6,7,Neural,
YX_1009901009_O7,0,Muscle,
YX_1009901009_O8,31,Neural,
YX_1009901009_O9,0,Muscle,
YX_1009901009_P1,9,Muscle,
YX_1009901009_P10,11,Parenchymal,
YX_1009901009_P12,28,Neural,
YX_1009901009_P13,38,Muscle,
YX_1009901009_P14,24,Parenchymal,
YX_1009901009_P15,25,Neoblast,
YX_1009901009_P17,4,Neoblast,
YX_1009901009_P18,29,Neoblast,
YX_1009901009_P19,20,Neural,
YX_1009901009_P2,18,Neural,
YX_1009901009_P21,1,Neoblast,
YX_1009901009_P3,4,Neoblast,
YX_1009901009_P4,15,Neoblast,
YX_1009901009_P5,38,Muscle,
YX_1009901009_P6,1,Neoblast,
YX_1009901009_P7,0,Muscle,
YX_1009901009_P9,39,Muscle,
YX_1009901010_A10,34,Neural,
YX_1009901010_A11,44,Neural,
YX_1009901010_A13,5,Cathepsin,
YX_1009901010_A14,44,Neural,
YX_1009901010_A15,1,Neoblast,
YX_1009901010_A16,4,Neoblast,
YX_1009901010_A18,0,Muscle,
YX_1009901010_A19,6,Muscle,
YX_1009901010_A2,44,Neural,
YX_1009901010_A20,17,Neural,
YX_1009901010_A21,42,Neural,
YX_1009901010_A24,45,Muscle,
YX_1009901010_A3,34,Neural,
YX_1009901010_A7,7,Neural,
YX_1009901010_A9,6,Muscle,
YX_1009901010_B1,29,Muscle,
YX_1009901010_B10,3,Parenchymal,
YX_1009901010_B12,6,Muscle,
YX_1009901010_B13,8,Epidermal_prog2,
YX_1009901010_B14,7,Neural,
YX_1009901010_B15,6,Muscle,
YX_1009901010_B16,2,Cathepsin,
YX_1009901010_B19,0,Neural_KK7,
YX_1009901010_B2,6,Muscle,
YX_1009901010_B20,2,Cathepsin,
YX_1009901010_B21,16,Epidermal1,
YX_1009901010_B22,21,Parenchymal,
YX_1009901010_B24,6,Muscle,
YX_1009901010_B3,5,Cathepsin,
YX_1009901010_B4,19,Neural,
YX_1009901010_B5,7,Neural,
YX_1009901010_B6,3,Parenchymal,
YX_1009901010_B7,1,Neoblast,
YX_1009901010_B8,39,Epidermal_prog2,
YX_1009901010_C1,17,Parenchymal,
YX_1009901010_C10,7,Neural,
YX_1009901010_C11,18,Neural,
YX_1009901010_C13,3,Parenchymal,
YX_1009901010_C15,22,Muscle,
